full_text,created_at
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:29:37
"RT @MicrobesInfect: Scientists in UK working on a #COVID19 vaccine hope to start clinical trials soon.

They believe one can become infecte…",2020-04-20 17:20:02
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:16:08
"RT @BBCWorld: Tennis world number one Novak Djokovic says he is opposed to compulsory coronavirus vaccination

https://t.co/ZJ77f5jfts http…",2020-04-20 17:28:36
"RT @greg_jenner: As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no rela…",2020-04-20 17:15:48
"A typical seasonal flu shot is amongst other things; chicken egg matter and formaldehyde. And I know I am allergic to eggs. Claims a 55% success rate in all vaccinated cases, but then that does not count the over 65's..

That alone is why I refuse my shot. https://t.co/fcTj9BXS0m",2020-04-20 17:27:40
"RT @21WIRE: Some truth for once? UK Science Advisor says #vaccine efficacy is 'not certainty'. However, as with soldiers - looks like #NHS…",2020-04-20 17:24:54
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:21:18
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:24:44
RT @BBCBreakfast: Professor Sarah Gilbert tells #BBCBreakfast it has taken under four months to get a #coronavirus vaccine in clinical deve…,2020-04-20 17:18:20
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:12:34
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:31:34
"RT @LivEchonews: Sir Richard Branson warns Virgin Atlantic will collapse unless it receives Government support.
https://t.co/MxOmvO0dCt",2020-04-20 17:21:48
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:20:40
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:18:35
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:11:34
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:09:24
"@matthew51759081 @10DowningStreet @RishiSunak @PHE_uk @BorisJohnson So why is the rest of the world relaxing their lockdowns?
The only way to stop the virus is with a vaccine which is months away at best, in the meantime people's individual health, education, income, quality of life and life expectancy is diminishing.",2020-04-20 17:18:53
"As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no relation) 

⁦@DrJennersHouse⁩
A Time for Jenner - a Community crowdfunding project in Berkeley by Dr Jenner's House https://t.co/3OHUEXgiLc",2020-04-20 17:12:08
"RT @HighWireTalk: ""Developing a vaccine for Covid-19 could be tricky"" RT #Coronavirus vaccine may never be developed, warns expert - but vi…",2020-04-20 17:19:17
"@BeckyWhin Many parents will be asking that question. And, unfortunately, there’s no guarantee that a vaccine can be developed-see https://t.co/76wxEAm6Z2",2020-04-20 17:24:01
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:24:20
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:10:12
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:28:41
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:11:04
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:23:52
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:19:23
"https://t.co/dlFJ0EoVHG Si quieren lean este artículo. Acá explican que las pruebas por una futura vacuna arrancan esta semana. De ser exitosa, llegaría en septiembre y tienen que buscar laboratorios que la hagan en masa. Pero DE NUEVO. No hay nada asegurado! Esperemos...",2020-04-20 17:31:30
"RT @ActivistPost: They plan to ruin the best tennis player in the world b/c he opposes mandatory vaccines.

'""I am opposed to vaccination a…",2020-04-20 17:23:49
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:29:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:29:48
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:14:52
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:26:29
RT @MailOnline: Belgian scientists discover camelids' blood contains antibodies for combating coronavirus https://t.co/rZ6YX3qcjB,2020-04-20 17:20:28
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:17:17
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:23:45
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:08:57
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:17:19
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:10:36
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:20:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:31:01
RT @BBCOxford: Oxford team are hoping to have millions of vaccine doses ready by the end of 2020 https://t.co/sCqVRwXXBu,2020-04-20 17:14:41
"RT @21WIRE: Some truth for once? UK Science Advisor says #vaccine efficacy is 'not certainty'. However, as with soldiers - looks like #NHS…",2020-04-20 17:25:45
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:17:01
"RT @greg_jenner: As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no rela…",2020-04-20 17:12:37
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:32:07
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:15:14
@BBCBreakfast Has Bill Gates paid for this article as well as funding the vaccine trials? Corruption in the BBC https://t.co/6GJTTvZ6f7,2020-04-20 17:23:37
"RT @Rand0mB1tsUK: Coronavirus: Boris Johnson fears second peak from relaxing lockdown

🤔 Has he just realised that not only is herd immunit…",2020-04-20 17:09:24
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:23:05
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:13:04
@Rea368 @CindyBlack3 @LizJarvisUK @Eurosport_UK https://t.co/QkUSYkwiGV,2020-04-20 17:27:05
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:18:04
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:31:34
"@Dwyertd Meanwhile https://t.co/FmahMF0LM5

Shocker! ;-)",2020-04-20 17:08:16
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:23:25
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:11:02
"RT @greg_jenner: As the world hopes for a #vaccine, please help preserve the home of the pioneer behind vaccination, Edward Jenner (no rela…",2020-04-20 17:16:14
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:26:20
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:16:32
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:26:58
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:16:26
RT @BBCBreakfast: Professor Sarah Gilbert tells #BBCBreakfast it has taken under four months to get a #coronavirus vaccine in clinical deve…,2020-04-20 17:26:16
RT @BBCBreakfast: Professor Sarah Gilbert tells #BBCBreakfast it has taken under four months to get a #coronavirus vaccine in clinical deve…,2020-04-20 17:15:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:11:05
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:13:35
UK coronavirus vaccine: When will one be available - and how would it work? https://t.co/SictleIhit,2020-04-20 17:08:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:10:57
RT @Independent: Novak Djokovic says he is ‘opposed to vaccination’ https://t.co/xSMCQ11WXJ,2020-04-20 17:33:12
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:15:47
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:26:17
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:09:18
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:29:29
"RT @BBCWorld: Tennis world number one Novak Djokovic says he is opposed to compulsory coronavirus vaccination

https://t.co/ZJ77f5jfts http…",2020-04-20 17:28:55
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:30:34
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:08:24
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:13:04
@LotusOak2 https://t.co/LQpqrxyAzU,2020-04-20 16:47:20
"@clutton_steven @TheSolariReport Here's your 'answer'.

Anti-vaccine posts on Facebook, Instagram and Twitter could be banned under new UK laws
https://t.co/Y2QwOJ36r3 https://t.co/s9xYMDuXHh",2020-04-20 16:43:11
RT @BBCOxford: Oxford team are hoping to have millions of vaccine doses ready by the end of 2020 https://t.co/sCqVRwXXBu,2020-04-20 17:05:16
"RT @LivEchonews: Government asked about Atletico Madrid match in Liverpool
https://t.co/MxOmvO0dCt",2020-04-20 16:50:17
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:01:34
"RT @ActivistPost: They plan to ruin the best tennis player in the world b/c he opposes mandatory vaccines.

'""I am opposed to vaccination a…",2020-04-20 16:41:32
"How does a vaccine get licensed for use in the UK?
https://t.co/M9GWSdQAys",2020-04-20 17:00:00
"RT @bs_doe: @clutton_steven @TheSolariReport Here's your 'answer'.

Anti-vaccine posts on Facebook, Instagram and Twitter could be banned u…",2020-04-20 16:45:13
"RT @BBCWorld: Tennis world number one Novak Djokovic says he is opposed to compulsory coronavirus vaccination

https://t.co/ZJ77f5jfts http…",2020-04-20 17:01:31
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:03:42
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:30
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:58
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:21
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:14
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:19
Djokovic's vaccine reluctance may halt career post coronavirus crisis https://t.co/550FBsXuU4 via @MailSport,2020-04-20 16:51:35
"Hi @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",2020-04-20 16:41:42
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:12
"Virus relationship in Spain and Liverpool will be ""very interesting to see"" @LiamThorpECHO 
https://t.co/MxOmvO0dCt",2020-04-20 16:42:35
"RT @RDsouthampton: If you are:

✅ healthy 
✅ aged 18-55 
✅ and based within the Southampton area

you can help us develop a safe vaccine ag…",2020-04-20 16:52:23
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:01
"MMR vaccine is 'safe and does not cause autism', study finds: The review was completed by Cochrane, a British policy institute, and involved examining 138 different studies into the vaccine and its side effects. https://t.co/wboP41fuCc https://t.co/m03fu76kCd",2020-04-20 17:04:06
"Nicola Sturgeon has suggested a coronavirus vaccine might be required before football stadiums are fully reopened reports @JWTelegraph

https://t.co/pOru2iQDTG",2020-04-20 16:54:57
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:13
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:30
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:01:19
"RT @21WIRE: Some truth for once? UK Science Advisor says #vaccine efficacy is 'not certainty'. However, as with soldiers - looks like #NHS…",2020-04-20 16:54:18
"@BrezhMalaba Zimbabweans I don't trust them. Because of their love for money, someone can be paid to spread Covid-19 then give those vaccine researchers a chance to test their vaccines. Those UK people should never be allowed in without mandatory quarantine.",2020-04-20 16:47:18
"RT @21WIRE: Some truth for once? UK Science Advisor says #vaccine efficacy is 'not certainty'. However, as with soldiers - looks like #NHS…",2020-04-20 16:53:46
Covid-19: Bill Gates and the UK Vaccine Network Scandal https://t.co/GDnSuD5wBk via @YouTube,2020-04-20 16:52:46
"RT @LivEchonews: Chancellor denies it was wrong for Atletico Madrid match to go ahead
https://t.co/MxOmvO0dCt",2020-04-20 16:54:45
"We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full cooperation w/ stay-at-home orders that scientists &amp; doctors are asking for.

https://t.co/jbenwRE1VG",2020-04-20 17:01:00
"@alberttrigg @robinmonotti Like 2017/18 50,000 extra deaths above normal.https://t.co/wImeMjBgq9",2020-04-20 17:05:39
"RT @thetimes: Sir Patrick Vallance, the chief scientific adviser, has cautioned that even if a vaccine shows signs of protecting against th…",2020-04-20 16:47:09
"BREAKING:
Novak Djokovic changes his name by deed poll to Antivax Djokovic.
https://t.co/rCLObQWlQx",2020-04-20 16:45:33
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:15
"RT @standardsport: Football could be played behind closed doors 'until coronavirus vaccine is ready', says Nicola Sturgeon https://t.co/Qiq…",2020-04-20 16:44:13
@dirktherabbit @MikeH_PR Vaccines please could everyone remember there are side effects to these as per article below because vaccine was introduced too soon https://t.co/aUD2CRaEre,2020-04-20 17:01:52
"@Melody50267353 @10DowningStreet @RishiSunak @PHE_uk @BorisJohnson So why is the rest of the world relaxing their lockdowns?
The only way to stop the virus is with a vaccine which is months away at best, in the meantime people's individual health, education, income, quality of life and life expectancy is diminishing. There will be no jobs soon.",2020-04-20 16:50:56
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:51
"RT @May_Roma: オクスフォード大研究者、コロナワクチンは９月までにできるとの見通し。現在開発中のワクチンは80%ほどの確率で平気だと自信。問題は量産化でイギリス国内の設備が足りない

via https://t.co/RMEL8177cv https://t.co/…",2020-04-20 16:50:16
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:33
RT @Independent: Novak Djokovic says he is ‘opposed to vaccination’ https://t.co/xSMCQ11WXJ,2020-04-20 16:44:14
RT @TeleFootball: Nicola Sturgeon has suggested a coronavirus vaccine might be required before football stadiums are fully reopened reports…,2020-04-20 16:55:10
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:48
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:12
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:19
RT @TeleFootball: Nicola Sturgeon has suggested a coronavirus vaccine might be required before football stadiums are fully reopened reports…,2020-04-20 16:57:59
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:01:32
"RT @AnGobanSaor: BREAKING:
Novak Djokovic changes his name by deed poll to Antivax Djokovic.
https://t.co/rCLObQWlQx",2020-04-20 17:07:14
"RT @FergalBowers: Trials of a vaccine that could protect against Covid-19 are to start in the UK. Work on the vaccine, developed by clinica…",2020-04-20 16:51:27
"RT @bs_doe: @clutton_steven @TheSolariReport Here's your 'answer'.

Anti-vaccine posts on Facebook, Instagram and Twitter could be banned u…",2020-04-20 16:56:03
"10./ The article suggests nothing useful came out of the Cobra meeting. Yet Whitty gave detailed briefings to the press and these appeared in weekend editions. He warned the virus would likely reach Britain the following week, and outlined new measures. 👇https://t.co/sslbtBDwJU",2020-04-20 16:47:17
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:29
https://t.co/SGQ3alPLZ1,2020-04-20 16:48:24
RT @DrChrisHingston: Researchers are wondering whether emergency legislation could be used to allow any vaccine to be used on healthcare wo…,2020-04-20 16:59:53
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:29
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:06:42
RT @TeleFootball: Nicola Sturgeon has suggested a coronavirus vaccine might be required before football stadiums are fully reopened reports…,2020-04-20 17:03:46
"RT @RDsouthampton: If you are:

✅ healthy 
✅ aged 18-55 
✅ and based within the Southampton area

you can help us develop a safe vaccine ag…",2020-04-20 17:04:05
RT @thetimes: “All new vaccines that come into development are long shots.” https://t.co/ieYUGT2lJM,2020-04-20 16:46:31
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:24
RT @Evening_Tele: Sturgeon: Social distancing could stay in place until Covid-19 vaccine found https://t.co/oj622Kd9gv https://t.co/PXniKuM…,2020-04-20 16:59:48
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:54
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:54
"Football matches and major sporting events may be postponed until Covid-19 vaccine is found, says Nicola Sturgeon https://t.co/vENvM0jVTi #coronavirus #covid19",2020-04-20 16:45:03
RT @Pace1013: @MariaMo32975161 @randombigbird They sent an SOS out to their friend the Vaccine Army to help but they maybe too far away bef…,2020-04-20 17:00:41
"RT @UKgovGHS: “The UK has some of the best vaccine scientists in the world, but we need to take account of the whole development process. T…",2020-04-20 17:01:32
"RT @ChristiAnne67: UK scientists https://t.co/ClzDJ9h1i8 manufacture one Million doses of potential COVID-19 vaccine

#Science
📚 #Education…",2020-04-20 16:49:45
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:28
"OK but stay at home, we don't want you infecting the rest of us ""#Djokovic's #vaccine reluctance may halt career post coronavirus crisis https://t.co/MtzxOJlYfV @MailOnline",2020-04-20 16:55:34
"RT @FergalBowers: Trials of a vaccine that could protect against Covid-19 are to start in the UK. Work on the vaccine, developed by clinica…",2020-04-20 16:42:50
"Djokovic's vaccine reluctance may halt career post coronavirus crisis
🤨completely agree with him, no one is forcing a vaccine chip into me either.  https://t.co/LWwso4epbM",2020-04-20 16:56:55
"RT @BrexitAlex: Even the WHO are now saying it.
Fact is 73% deaths from Covid19 in UK are people with metabolic syndrome - linked to obesit…",2020-04-20 16:47:52
RT @uclnews: A national study called 'Virus Watch' has been launched by UCL &amp; led by Prof Andrew Hayward @UCL_IEHC. It will show how common…,2020-04-20 17:01:57
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:06:32
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:36
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:07:03
"RT @ctrlamb: On the virtue of kindness as a vaccine to selfish indifference #COVIDー19 

Analysis in @The_Tablet with a contribution from @B…",2020-04-20 17:07:37
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:59
"RT @PeteBlanco3: @alberttrigg @robinmonotti Like 2017/18 50,000 extra deaths above normal.https://t.co/wImeMjBgq9",2020-04-20 17:06:11
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:39
RT @Sleepwalker64: 'There is a difference between a vaccine which has been used for many years in the general population and has been exten…,2020-04-20 16:43:48
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:03:03
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:42
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:05:39
"RT @LivEchonews: Chancellor denies it was wrong for Atletico Madrid match to go ahead
https://t.co/MxOmvO0dCt",2020-04-20 16:43:28
"@CarrDutton @TorbayTweets @10DowningStreet @DHSCgovuk @PHE_uk @CMO_England @MattHancock Even now testing capacity has only increased to 40,000 max, the fact that the capacity isn't even being utilised is as you say shambolic.
Even if a vaccine was available, you'd have to wonder how long it would take to roll it out given the current state of affairs.",2020-04-20 16:41:32
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:21
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:01:28
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:34
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:39
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:02:32
"RT @ChristiAnne67: UK scientists https://t.co/ClzDJ9h1i8 manufacture one Million doses of potential COVID-19 vaccine

#Science
📚 #Education…",2020-04-20 16:45:42
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:04:41
"#covid19, @BIA_UK , @AstraZeneca 

https://t.co/7NcspUM3yO",2020-04-20 17:07:44
"UK scientists https://t.co/ClzDJ9h1i8 manufacture one Million doses of potential COVID-19 vaccine

#Science
📚 #Education
#Research
🩺 #Medicine
#Covid19
💉 #VaccinesSaveLives https://t.co/Us4QCZw4rx",2020-04-20 16:44:59
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:03:13
Sturgeon: Social distancing could stay in place until Covid-19 vaccine found https://t.co/oj622Kd9gv https://t.co/PXniKuMBLp,2020-04-20 16:52:17
"RT @RevDrBarber: We don’t need guns, anger &amp; flags. We need grace towards each other, testing &amp; tracing until there is a vaccine &amp; full coo…",2020-04-20 17:06:13
@cnnbrk The senior virologist from Oxford University in the UK on TV yesterday saying that they had now a vaccine and were about to start trials. If typical coronavirus then natural immunity after  infection is very short and people can keep getting it,2020-04-20 15:59:33
"All new coronavirus vaccines are 'long shots', says UK's chief scientific adviser https://t.co/wfTe876rXo https://t.co/Lhv5DMqjlz",2020-04-20 16:16:03
